"";"sofifa_id";"short_name";"age";"height_cm";"weight_kg";"overall";"value_eur";"wage_eur";"pace";"shooting";"passing";"dribbling";"defending";"physic";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_standing_tackle";"defending_sliding_tackle";"right_foot";"Role"
"121";"#162347";"João Moutinho";33;170;61;83;15000000;110000;56;75;86;83;72;66;85;73;70;87;76;82;84;81;86;86;60;53;75;79;85;77;71;77;58;79;71;72;74;87;70;89;74;68;1;"Milieu__gauche"
"122";"#167664";"G. Higuaín";32;186;89;83;20500000;17000;65;85;71;80;31;69;68;87;77;75;85;80;74;62;60;83;62;67;71;84;69;86;78;57;82;80;50;20;90;75;70;85;22;18;1;"Attaquant"
"123";"#169195";"Renato Augusto";32;186;86;83;19500000;33000;71;79;82;81;72;77;75;78;65;85;77;82;80;83;83;81;73;70;73;86;73;81;49;85;79;81;67;72;74;83;78;82;73;64;1;"Milieu__gauche"
"124";"#169416";"C. Vela";31;177;77;83;22500000;17000;80;82;78;84;31;67;78;85;67;81;82;84;84;71;66;85;80;80;81;83;81;76;65;74;67;84;57;37;84;81;72;83;22;14;0;"Attaquant"
"125";"#170890";"B. Matuidi";33;180;75;83;12500000;14000;75;66;75;77;82;79;74;60;68;80;72;76;60;52;77;77;76;75;83;81;79;78;84;85;73;67;86;83;72;74;56;82;83;85;0;"Milieu__gauche"
"126";"#172871";"J. Vertonghen";33;189;86;83;12000000;21000;58;62;72;71;85;78;70;54;78;77;52;70;66;70;73;77;55;61;56;82;60;80;83;72;79;66;84;85;56;66;66;81;85;86;0;"arriere_central"
"127";"#178562";"E. Banega";32;174;71;83;19500000;55000;63;74;84;82;76;70;80;71;55;85;65;83;83;81;84;84;65;61;76;81;80;76;56;69;67;81;83;79;75;85;78;80;77;76;1;"Milieu__gauche"
"128";"#180930";"E. Džeko";34;193;80;83;13500000;81000;59;84;71;75;46;73;63;88;83;77;77;76;65;54;72;85;61;58;56;83;36;86;64;70;81;79;58;50;89;75;67;83;28;16;1;"Attaquant"
"129";"#184134";"Fernando";32;183;76;83;17000000;39000;66;62;74;73;82;82;62;54;74;83;56;71;65;53;78;78;66;66;70;81;62;76;76;82;81;68;85;85;59;74;54;78;83;81;1;"Milieu_central"
"130";"#186345";"K. Trippier";29;173;71;83;21500000;71000;73;60;81;77;79;72;86;48;74;80;58;74;86;82;79;83;74;72;73;81;77;75;76;88;64;70;70;79;73;80;66;77;83;81;1;"arriere_droit"
"131";"#187961";"Paulinho";31;183;80;83;22000000;39000;72;82;77;82;80;85;67;84;85;82;75;82;66;75;76;83;74;71;73;82;85;83;92;92;82;80;81;80;84;83;71;81;79;75;1;"Milieu__gauche"
"132";"#188152";"Oscar";28;179;66;83;26000000;25000;78;79;83;83;58;65;81;78;59;86;72;81;77;78;85;83;83;73;88;80;86;80;75;84;58;82;56;49;82;80;70;79;56;52;1;"Milieu__gauche"
"133";"#189575";"Muniain";27;170;66;83;27000000;41000;81;75;80;87;51;60;79;79;43;84;68;87;82;69;70;86;83;79;92;80;95;70;72;74;49;77;66;45;80;83;61;82;55;38;1;"Milieu_central"
"134";"#193301";"A. Lacazette";29;176;77;83;26000000;125000;76;82;75;84;46;75;68;83;75;79;79;84;74;74;70;85;77;75;81;84;82;87;76;77;75;78;74;42;84;78;76;81;51;32;1;"Attaquant"
"135";"#198717";"W. Zaha";27;180;66;83;27000000;82000;90;75;72;87;34;75;76;77;47;75;64;90;63;51;65;86;88;92;87;75;79;81;58;75;77;70;72;32;76;76;72;80;34;32;1;"Attaquant"
"136";"#199042";"C. Aránguiz";31;171;70;83;19500000;78000;60;72;82;81;78;73;78;66;53;85;68;79;75;76;84;83;71;51;79;87;86;78;61;85;64;77;81;85;75;81;76;81;74;72;1;"Milieu__droit"
"137";"#199434";"D. Tadić";31;181;76;83;23500000;30000;66;80;84;84;41;73;84;83;66;85;79;84;85;76;80;87;67;66;77;81;84;78;59;86;75;76;56;37;83;87;83;86;34;26;0;"Attaquant"
"138";"#199845";"F. Acerbi";32;192;88;83;16500000;75000;62;50;62;63;86;83;25;37;82;75;39;65;62;56;79;72;66;59;32;85;35;75;67;83;86;60;77;86;20;65;72;85;87;85;0;"arriere_central"
"139";"#199914";"Allan";29;175;74;83;25000000;115000;73;71;77;82;85;83;70;74;59;84;56;82;65;49;79;83;77;69;78;88;86;73;67;92;78;69;90;88;79;80;53;85;88;86;1;"Milieu_central"
"140";"#200949";"Lucas Moura";27;174;70;83;27000000;120000;92;78;72;87;43;67;73;79;62;74;72;88;71;70;70;85;95;89;93;81;92;80;92;75;58;76;72;50;80;70;74;82;43;44;1;"Milieu__droit"
"141";"#205070";"Portu";28;167;66;83;26000000;50000;90;79;81;82;59;79;80;82;77;83;72;84;80;64;79;81;90;90;81;78;81;82;75;89;73;75;82;55;80;82;53;74;61;59;1;"Ailier_droit"
"142";"#205498";"Jorginho";28;180;68;83;25500000;125000;55;65;84;80;72;73;75;60;56;89;71;79;75;76;88;85;61;50;77;81;72;71;58;85;66;62;79;78;68;87;91;81;80;71;1;"Milieu__gauche"
"143";"#205678";"E. Višća";30;172;63;83;24500000;59000;88;77;79;82;47;64;82;76;45;83;74;79;76;68;71;83;89;87;91;78;90;80;71;90;58;77;47;52;82;79;75;82;40;40;1;"Milieu__droit"
"144";"#208093";"Gerard Moreno";28;180;77;83;27000000;56000;76;84;76;80;46;73;78;88;81;79;80;81;75;62;73;82;75;77;74;86;68;81;76;76;75;80;61;42;85;76;75;77;41;41;0;"Attaquant"
"145";"#208574";"F. Kostić";27;184;82;83;27000000;45000;88;76;79;83;68;80;89;74;59;75;70;85;79;80;73;83;89;87;76;81;77;84;67;91;77;78;78;63;79;81;64;80;72;68;0;"Milieu__gauche"
"146";"#215333";"D. Zapata";29;189;88;83;26000000;87000;75;81;59;78;37;83;44;88;83;75;77;79;48;62;47;81;72;78;67;82;60;86;79;72;93;64;72;20;86;59;70;82;24;22;1;"Attaquant"
"147";"#216547";"Rafa";27;172;66;83;27000000;23000;94;73;74;87;50;52;78;74;46;77;68;88;78;56;62;85;93;94;90;83;89;75;64;77;40;71;47;58;83;78;59;81;47;39;1;"Milieu__droit"
"148";"#230481";"Ronaldo Cabrais";28;177;75;83;26000000;49000;88;77;83;84;35;72;83;74;64;83;76;85;86;78;82;83;90;87;86;84;71;82;69;88;68;78;62;40;82;83;77;81;35;33;1;"Ailier_droit"
"149";"#226271";"Fabián";24;189;70;82;30000000;70000;63;78;78;83;74;68;72;79;67;81;67;85;75;59;81;85;67;60;71;83;66;75;46;75;67;83;68;77;82;84;67;77;78;75;0;"Milieu__droit"
"150";"#224293";"Rúben Neves";23;180;80;82;29000000;89000;61;75;84;77;71;73;78;66;53;86;82;76;85;84;87;82;63;60;65;79;70;86;67;78;67;84;82;77;65;86;76;83;75;70;1;"Milieu__droit"
"151";"#226226";"G. Lo Celso";24;177;68;82;29000000;95000;77;77;82;85;65;73;78;76;57;83;69;85;82;77;83;86;76;77;83;82;80;82;61;78;70;78;78;70;79;85;65;81;70;66;0;"Milieu_central"
"152";"#225375";"K. Laimer";23;180;72;82;26000000;53000;85;68;78;78;80;77;78;69;69;84;60;79;70;47;79;79;83;86;76;79;74;72;73;89;69;68;85;84;71;77;54;79;79;75;1;"Milieu__droit"
"153";"#203263";"H. Maguire";27;194;100;82;24000000;120000;50;53;69;71;82;85;51;48;86;78;47;71;44;46;82;76;47;53;54;82;55;68;84;76;90;52;84;83;61;71;44;83;83;79;1;"arriere_central"
"154";"#212523";"Anderson Talisca";26;190;80;82;27500000;36000;80;82;81;83;54;75;75;80;77;84;76;82;86;87;82;84;84;76;87;78;75;84;65;82;75;87;67;52;86;79;75;77;55;42;0;"Milieu_central"
"155";"#214997";"A. Correa";25;171;70;82;28000000;65000;84;80;75;87;54;70;74;82;67;77;79;87;82;65;65;87;86;82;89;82;87;80;49;79;64;83;78;48;83;80;55;76;53;44;1;"Milieu__droit"
"156";"#226110";"N. Pépé";25;183;73;82;28000000;98000;89;78;75;84;33;66;78;77;57;74;70;85;79;79;67;81;88;90;89;83;79;80;68;79;68;77;43;28;80;80;85;77;27;25;0;"Ailier_droit"
"157";"#208333";"E. Can";26;186;86;82;26500000;72000;74;78;79;80;83;87;71;76;81;84;71;82;77;64;83;79;66;81;73;81;75;85;87;88;86;81;88;84;78;79;60;83;86;80;1;"arriere_central"
"158";"#201153";"Morata";27;190;84;82;26000000;73000;80;80;71;81;31;77;73;83;86;78;80;83;76;44;51;83;75;84;72;80;63;80;84;77;80;72;69;24;85;76;75;79;14;20;1;"Attaquant"
"159";"#201305";"Gabriel Paulista";29;185;72;82;21000000;46000;68;49;71;65;84;83;67;42;81;80;48;60;57;46;74;69;69;68;66;81;65;61;83;80;82;50;87;87;51;65;51;69;83;82;1;"arriere_central"
"160";"#205632";"L. Ocampos";25;188;84;82;26500000;40000;82;83;78;83;63;84;79;85;77;80;81;84;80;65;72;84;80;83;79;85;64;84;80;91;81;79;82;72;84;79;79;82;61;55;1;"Ailier_gauche"
"161";"#207862";"M. Ginter";26;191;86;82;23000000;48000;61;58;70;65;85;78;68;55;84;78;53;61;44;42;71;74;54;66;55;85;49;74;69;74;83;46;72;84;55;69;67;71;86;77;1;"arriere_central"
"162";"#217940";"D. Djené";28;178;72;82;21500000;39000;72;37;62;61;84;80;60;29;77;75;22;50;51;48;69;71;73;71;71;82;69;67;79;74;80;27;88;85;49;42;41;73;86;83;1;"arriere_central"
"163";"#157481";"Raúl Albiol";34;187;74;82;8000000;41000;45;41;62;63;86;75;38;27;77;74;31;59;53;45;72;71;48;43;53;82;55;65;76;56;81;53;81;86;30;64;37;75;87;85;1;"arriere_central"
"164";"#168651";"I. Rakitić";32;184;78;82;17000000;39000;61;79;85;78;75;69;84;77;59;85;81;78;88;82;86;82;62;60;69;80;62;84;34;75;71;76;67;79;79;84;82;80;77;72;1;"Milieu__gauche"
"165";"#177388";"D. Payet";33;175;77;82;13500000;59000;70;79;84;85;39;67;85;78;59;84;77;86;85;82;81;85;72;69;83;80;80;80;42;70;71;80;57;37;81;85;82;80;39;39;1;"Ailier_gauche"
"166";"#177457";"L. Bender";31;185;78;82;16000000;72000;60;64;72;72;84;77;71;58;78;78;57;71;49;47;74;76;62;59;64;85;64;74;75;77;76;71;78;85;69;75;52;83;84;83;1;"arriere_droit"
"167";"#183907";"J. Boateng";31;192;90;82;16500000;82000;70;50;72;65;82;79;69;34;84;77;52;64;53;31;84;70;64;75;55;82;52;78;73;60;88;58;82;77;47;73;46;84;87;84;1;"arriere_central"
"168";"#184200";"M. Arnautović";31;192;83;82;20000000;24000;80;82;79;79;44;81;78;81;79;82;79;78;79;72;74;83;77;82;72;78;80;85;76;76;85;82;77;38;79;81;79;82;42;39;1;"Attaquant"
"169";"#186561";"A. Ramsey";29;183;76;82;21500000;98000;68;77;79;80;68;73;75;75;58;84;79;81;70;66;80;83;67;68;72;81;74;81;66;89;66;74;74;69;84;81;75;81;72;68;1;"Milieu_central"
"170";"#190286";"Canales";29;176;65;82;21500000;36000;78;80;83;83;65;68;79;82;46;83;63;83;82;81;82;84;78;78;82;83;76;78;39;76;68;81;63;77;85;87;74;79;71;55;0;"Milieu__droit"
"171";"#190815";"D. Blind";30;180;72;82;18000000;23000;54;65;81;78;83;73;80;62;76;84;66;75;84;62;83;84;59;49;74;86;72;74;73;77;72;66;70;87;66;78;54;84;84;80;0;"arriere_central"
"172";"#193525";"Mário Fernandes";29;187;80;82;18500000;500;82;61;74;79;79;79;76;56;72;82;58;80;66;39;71;79;79;84;79;80;61;71;84;87;75;60;77;76;76;73;53;76;81;83;1;"arriere_droit"
"173";"#198710";"J. Rodríguez";28;180;75;82;22500000;105000;53;86;85;86;50;63;90;84;62;83;90;86;89;86;81;90;55;52;78;84;76;86;46;65;64;92;60;55;80;83;81;87;41;44;0;"Ailier_droit"
"174";"#200888";"Danilo Pereira";28;188;83;82;20000000;20000;66;63;72;73;80;85;58;57;76;83;55;75;54;53;80;78;63;68;57;75;60;74;62;84;89;68;82;81;71;72;57;84;83;68;1;"Milieu__gauche"
"175";"#202857";"K. Bellarabi";30;184;81;82;21000000;78000;90;76;74;85;34;72;78;74;48;78;73;86;71;58;59;84;91;90;86;82;78;84;75;74;70;79;72;38;78;78;57;78;30;33;1;"Milieu__droit"
"176";"#204970";"F. Thauvin";27;179;70;82;23000000;59000;82;80;81;82;41;68;82;79;72;83;75;82;84;72;76;84;84;80;85;83;70;83;78;81;66;80;56;42;83;80;78;81;29;31;0;"Ailier_droit"
"177";"#208808";"Q. Promes";28;174;72;82;22500000;26000;89;80;79;82;46;71;81;81;66;79;69;83;75;76;73;81;87;90;85;83;78;82;79;82;64;79;72;38;82;82;74;81;48;40;1;"Milieu_central"
"178";"#210665";"M. Halstenberg";28;188;87;82;19000000;64000;66;66;73;72;81;80;82;59;81;77;60;71;77;75;64;75;67;66;65;80;61;79;85;83;79;69;77;78;63;64;73;74;82;76;0;"arriere_central"
"179";"#216354";"A. Kramarić";29;177;73;82;22000000;56000;71;85;73;85;30;71;76;86;69;79;85;86;79;74;53;85;76;67;83;83;84;83;69;76;67;85;73;21;85;72;90;82;20;26;1;"Ailier_gauche"
"180";"#223697";"R. Gosens";25;183;76;82;24000000;68000;83;74;78;77;77;80;82;77;78;80;71;78;70;58;77;79;84;82;70;84;66;76;91;86;76;68;80;77;84;77;50;75;78;79;0;"Milieu__gauche"
"181";"#230375";"Josué Chiamulera";28;185;80;82;19500000;41000;78;43;56;64;85;79;40;38;83;74;44;56;45;49;61;70;80;76;76;85;57;53;73;77;76;41;88;84;38;42;56;71;87;82;1;"arriere_central"
"182";"#242444";"João Félix";20;181;70;81;32000000;51000;81;81;74;83;40;69;73;82;69;77;80;83;81;64;67;83;79;83;85;83;80;82;79;75;64;81;69;38;84;78;68;82;42;35;1;"Attaquant"
"183";"#234396";"A. Davies";19;181;72;81;22500000;40000;96;67;69;83;76;76;73;67;64;77;59;85;67;44;58;79;96;96;85;79;82;71;77;79;74;63;77;76;75;68;60;74;77;79;0;"arriere_gauche"
"184";"#234906";"H. Aouar";22;175;70;81;26000000;65000;76;75;80;84;66;69;68;76;59;85;68;85;80;70;80;85;78;74;82;80;83;73;64;76;67;75;67;69;78;84;71;82;68;58;1;"Milieu__gauche"
"185";"#239231";"Cucurella";21;172;66;81;26500000;28000;81;67;78;80;73;74;80;67;57;81;55;79;78;48;79;80;80;81;78;82;84;73;77;88;66;65;76;73;79;78;47;74;78;77;0;"Milieu__gauche"
"186";"#231943";"Richarlison";23;181;71;81;25500000;90000;83;78;72;81;50;80;73;82;81;77;74;84;74;65;61;80;79;86;78;80;72;82;83;82;77;68;82;40;82;74;75;81;52;46;1;"Ailier_gauche"
"187";"#241852";"M. Diaby";20;170;67;81;25000000;54000;93;66;74;85;43;53;74;71;28;79;63;87;66;41;73;80;96;90;90;76;92;73;62;69;44;54;54;48;74;77;42;75;39;46;0;"Milieu__gauche"
"188";"#224411";"Gonçalo Guedes";23;179;68;81;24500000;39000;87;79;76;81;36;69;78;76;60;77;71;83;76;70;69;80;85;88;80;82;77;84;63;73;68;84;67;50;77;77;69;80;34;30;1;"Milieu__gauche"
"189";"#239818";"Rúben Dias";23;187;82;81;22000000;15000;65;38;54;59;83;84;34;29;82;73;30;57;33;26;72;62;63;67;54;78;56;74;78;86;80;22;92;82;39;40;45;79;84;81;1;"arriere_central"
"190";"#251573";"Renan Lodi";22;173;68;81;21500000;49000;84;67;76;81;75;75;81;64;68;76;59;81;81;57;75;81;85;83;83;80;82;76;76;84;69;68;78;76;76;73;54;79;77;78;0;"arriere_gauche"
"191";"#222716";"Everton";24;174;72;81;24000000;17000;86;75;73;85;32;60;74;76;45;75;71;87;76;56;67;81;89;84;87;81;84;75;61;75;60;75;43;36;83;75;64;79;33;29;1;"Milieu__gauche"
"192";"#236792";"T. Souček";25;192;86;81;21500000;46000;65;69;73;73;80;83;69;68;79;80;59;74;63;53;76;76;61;69;66;79;60;70;78;92;83;70;73;83;71;71;70;77;80;79;1;"Milieu__gauche"
"193";"#211591";"M. Dembélé";23;183;74;81;23500000;71000;81;79;62;76;30;83;50;85;81;72;72;75;69;41;48;77;78;84;74;82;68;82;85;85;85;66;75;22;84;69;76;76;14;16;1;"Attaquant"
"194";"#216393";"Y. Tielemans";23;176;72;81;23000000;82000;64;78;82;79;69;71;79;73;64;84;78;78;81;78;82;83;68;60;69;78;77;86;63;78;69;84;67;73;80;83;72;83;71;67;1;"Milieu__droit"
"195";"#220697";"J. Maddison";23;175;73;81;23000000;82000;75;76;84;82;54;58;81;72;35;84;70;81;85;84;82;84;76;74;86;75;83;82;54;75;49;81;62;44;79;88;74;82;65;42;1;"Milieu__gauche"
"196";"#225850";"P. Kimpembe";24;189;80;81;21000000;69000;73;39;67;67;82;84;62;31;78;79;33;60;50;32;75;78;72;74;69;77;60;55;78;80;84;39;88;83;39;60;50;80;84;81;0;"arriere_central"
"197";"#226851";"B. Pavard";24;186;76;81;20500000;65000;69;53;73;71;81;76;77;43;82;78;70;68;63;51;79;77;68;69;66;80;66;71;86;79;75;53;73;84;58;66;51;78;79;81;1;"arriere_droit"
"198";"#233419";"Raphinha";23;176;68;81;23000000;50000;91;75;74;83;49;71;76;72;45;74;72;84;81;72;66;80;91;91;86;82;79;80;74;83;64;74;74;55;81;75;73;79;54;38;0;"Ailier_droit"
"199";"#204884";"B. Mendy";25;185;85;81;19500000;115000;80;54;77;77;77;77;87;39;65;80;38;79;80;44;69;78;75;84;68;80;65;79;71;75;79;65;75;78;73;76;50;79;79;80;0;"arriere_gauche"
"200";"#210455";"Jonny";26;170;70;81;19500000;86000;77;53;71;76;79;70;78;49;69;76;44;76;66;54;64;77;76;78;72;78;79;68;76;82;59;47;82;79;67;68;46;74;81;80;1;"arriere_gauche"
"201";"#215330";"J. Correa";25;188;77;81;22500000;73000;84;75;77;86;39;69;74;77;68;81;75;88;81;63;74;86;81;86;84;80;67;79;63;76;74;71;48;36;79;78;57;73;37;26;1;"Attaquant"
"202";"#216201";"Iñaki Williams";26;186;79;81;22500000;35000;94;79;72;78;39;81;76;79;73;74;74;81;76;53;66;76;93;94;77;78;64;85;88;83;82;78;75;21;85;73;64;81;34;29;1;"Ailier_droit"
"203";"#205988";"L. Shaw";24;181;75;81;19000000;97000;78;53;74;78;80;78;75;44;78;78;54;78;76;54;69;79;78;78;75;80;74;70;81;76;77;54;82;78;74;75;44;78;81;79;0;"arriere_gauche"
"204";"#200454";"Paco Alcácer";26;175;72;81;21000000;45000;78;84;67;80;35;62;53;85;78;78;85;78;85;85;51;82;79;77;82;85;82;82;67;62;63;84;57;26;86;67;71;84;24;22;1;"Attaquant"
"205";"#210008";"A. Rabiot";25;192;80;81;21000000;83000;72;74;78;79;77;79;70;69;77;84;72;78;73;59;79;84;69;74;75;83;72;80;73;77;82;79;76;80;76;80;67;81;81;75;0;"Milieu__droit"
"206";"#235374";"M. Lazzari";26;174;67;81;21000000;70000;89;62;77;82;54;63;83;67;44;77;59;82;68;58;75;81;91;87;85;77;89;53;39;86;56;57;56;55;74;77;55;76;53;48;1;"Milieu__droit"
"207";"#41";"Iniesta";36;171;68;81;5500000;12000;58;70;85;85;63;59;75;69;54;90;79;85;80;70;83;90;61;56;79;75;75;67;40;58;62;70;58;70;78;93;71;89;57;56;1;"Milieu__gauche"
"208";"#120533";"Pepe";37;188;81;81;3600000;13000;66;51;60;60;82;85;46;46;82;73;23;58;44;47;73;62;63;69;62;79;48;63;88;82;83;56;91;76;40;48;57;79;83;82;1;"arriere_central"
"209";"#153244";"A. Gignac";34;188;89;81;9500000;66000;67;83;74;74;43;83;72;85;79;75;79;76;77;70;70;76;69;66;66;78;57;84;72;71;91;79;80;51;81;76;80;82;41;23;1;"Attaquant"
"210";"#156616";"F. Ribéry";37;170;72;81;6500000;54000;74;74;82;86;30;53;80;74;41;83;79;87;83;81;77;87;75;73;83;83;87;75;33;54;56;71;51;33;78;84;78;85;25;26;1;"Attaquant"
"211";"#171877";"M. Hamšík";32;183;73;81;13500000;25000;70;77;82;81;72;72;78;74;74;84;77;81;80;70;82;85;69;70;76;81;72;82;72;76;75;78;60;72;82;84;70;84;70;62;1;"Milieu__gauche"
"212";"#177458";"S. Bender";31;186;81;81;13000000;66000;66;52;63;60;84;77;43;39;78;78;59;58;33;30;70;60;62;69;63;80;61;73;76;75;76;62;83;85;50;65;34;81;84;83;1;"arriere_central"
"213";"#183574";"M. Kruse";32;180;76;81;14000000;42000;66;81;81;82;45;70;79;80;63;83;80;82;82;69;80;84;67;65;73;83;77;81;65;73;73;79;62;34;85;85;92;87;38;29;0;"Attaquant"
"214";"#187754";"Marlos";32;174;76;81;14000000;500;80;78;78;86;47;69;75;79;53;80;68;87;82;72;73;88;81;80;85;75;84;77;66;73;72;78;58;51;72;82;80;84;46;42;0;"Milieu__droit"
"215";"#188803";"Taison";32;172;75;81;14000000;500;92;78;75;86;47;67;73;74;56;77;82;87;58;74;75;85;93;91;90;74;83;83;62;78;67;83;56;49;73;79;72;82;53;40;1;"Milieu__gauche"
"216";"#190972";"E. Salvio";29;172;68;81;17500000;26000;86;76;73;84;58;69;74;75;73;76;72;86;79;64;66;84;89;84;84;77;79;80;85;76;63;72;69;60;83;74;76;84;60;56;1;"Milieu__droit"
"217";"#192638";"Marcos Alonso";29;188;85;81;14500000;96000;65;75;78;77;77;79;83;71;83;83;76;78;85;86;71;83;67;63;64;82;57;84;73;91;76;77;75;74;77;67;64;75;81;78;0;"arriere_gauche"
"218";"#193082";"J. Cuadrado";32;179;72;81;11000000;79000;89;72;78;88;72;64;83;64;67;81;70;90;78;69;69;85;88;90;91;81;81;84;74;71;54;80;78;68;78;76;65;80;78;81;1;"Milieu__droit"
"219";"#197655";"S. Coates";29;196;92;81;15000000;19000;59;43;54;61;83;86;17;42;82;72;39;64;39;19;70;68;55;63;32;75;31;50;50;77;94;30;84;81;49;60;72;73;84;85;1;"arriere_central"
"220";"#198164";"Jonathan Viera";30;171;67;81;17000000;28000;81;75;81;82;63;69;73;76;65;84;65;85;77;79;82;78;84;78;90;78;71;70;63;78;67;81;62;66;79;83;74;78;63;55;1;"Milieu_central"
"221";"#200260";"S. Berghuis";28;182;75;81;18000000;23000;80;80;83;82;36;64;83;78;48;82;75;81;86;76;82;85;83;77;85;78;75;82;55;77;58;84;63;37;78;84;82;80;36;30;0;"Ailier_droit"
"222";"#201119";"Ismaily";30;177;86;81;14000000;500;82;64;74;81;75;75;80;60;59;81;55;83;65;50;67;81;84;80;72;81;82;75;59;88;75;65;63;79;82;71;51;79;74;75;0;"arriere_gauche"
"223";"#201417";"M. Doherty";28;182;87;81;15000000;96000;72;64;73;75;76;79;80;62;74;78;46;74;63;45;69;79;69;75;67;81;68;76;82;93;72;63;76;76;77;68;48;70;78;75;1;"arriere_droit"
"224";"#202371";"T. Meunier";28;190;82;81;15000000;63000;77;73;76;74;77;84;81;70;75;80;77;75;74;56;74;79;73;80;63;80;47;77;72;92;85;77;73;76;78;71;65;77;79;77;1;"Milieu__droit"
"225";"#202651";"Suso";26;176;70;81;19000000;39000;76;75;82;86;33;53;84;70;50;84;72;87;87;80;75;88;79;74;80;77;83;78;51;74;55;87;23;20;75;82;72;76;23;18;0;"Ailier_droit"
"226";"#203551";"A. Florenzi";29;173;67;81;14500000;84000;81;77;76;79;77;73;76;70;72;76;87;77;73;78;75;78;83;79;86;79;81;82;74;86;63;82;79;78;82;76;75;80;79;78;1;"arriere_droit"
"227";"#204399";"E. Zahavi";32;182;71;81;14000000;27000;79;82;75;83;39;73;69;86;69;78;77;82;74;78;69;83;76;81;89;82;75;79;85;77;76;81;58;38;83;81;75;74;41;34;1;"Attaquant"
"228";"#208461";"M. de Roon";29;185;76;81;15000000;62000;64;68;72;72;82;80;68;60;75;78;64;71;61;48;75;76;66;63;61;82;73;76;79;90;74;77;85;84;67;73;80;81;82;81;1;"Milieu__droit"
"229";"#215998";"I. Fernández";30;182;70;81;16500000;24000;76;78;81;82;70;74;77;78;65;82;73;83;83;78;77;81;75;77;81;81;71;77;56;85;70;80;77;70;83;85;73;85;73;67;0;"Milieu_central"
"230";"#216189";"Capa";28;175;75;81;15000000;31000;83;65;77;79;75;88;81;56;60;80;54;78;80;58;67;78;82;83;80;76;86;83;81;93;86;67;86;77;78;78;54;78;78;76;1;"arriere_droit"
"231";"#216409";"M. Politano";26;171;67;81;19000000;74000;83;77;78;84;42;55;80;76;40;79;75;83;79;77;76;84;84;82;89;81;87;78;51;77;41;82;63;38;76;77;70;79;29;29;0;"Ailier_droit"
"232";"#223689";"W. Weghorst";27;197;84;81;19000000;62000;65;82;59;69;39;85;42;86;88;76;80;65;40;37;48;79;57;72;63;83;44;84;79;85;86;70;83;34;85;65;77;83;32;25;1;"Attaquant"
"233";"#230256";"Adryan Zonta";28;172;68;81;15000000;500;93;66;75;76;72;77;81;59;66;81;64;77;70;66;71;72;92;93;81;82;78;73;75;91;73;73;69;74;69;64;65;74;72;69;0;"arriere_gauche"
"234";"#230258";"Rosberto Dourado";20;175;70;81;17500000;31000;77;57;74;76;82;68;61;53;70;82;57;77;54;57;78;76;75;78;72;80;77;60;40;91;56;59;75;82;58;77;77;81;86;80;1;"Milieu__droit"
"235";"#230294";"Louri Beretta";28;188;83;81;18500000;53000;78;84;62;72;33;71;56;85;83;73;82;75;59;67;47;74;74;82;60;84;47;85;85;52;82;82;65;32;83;58;77;79;27;24;1;"Attaquant"
"236";"#230384";"Nuno Padrenda";24;180;75;81;19500000;500;82;73;77;82;52;70;67;72;64;85;63;84;70;67;83;85;85;79;75;80;67;75;68;75;74;79;54;53;82;75;55;78;52;42;1;"Milieu__gauche"
"237";"#230430";"Oswaldinato";28;184;79;81;18500000;500;76;81;67;77;20;78;68;85;82;71;72;78;59;49;60;77;77;76;75;82;66;79;81;72;87;76;62;11;85;70;87;78;11;18;1;"Attaquant"
"238";"#224232";"N. Barella";23;175;68;80;20500000;86000;78;67;79;82;74;72;76;63;40;82;65;83;75;67;78;83;80;76;78;79;83;72;62;87;62;66;82;79;75;79;73;80;80;78;1;"Milieu__droit"
"239";"#233064";"M. Mount";21;178;70;80;21000000;69000;74;77;79;80;48;61;77;78;59;81;61;79;79;82;74;82;78;70;79;80;76;78;50;78;52;79;66;48;79;81;60;77;53;34;1;"Milieu__gauche"
"240";"#216388";"A. Saint-Maximin";23;173;67;80;20500000;43000;93;70;72;88;25;63;70;67;53;76;59;91;73;58;66;83;93;93;93;77;87;80;67;77;66;71;36;17;74;73;58;82;18;23;1;"Ailier_droit"
"241";"#225193";"Merino";24;189;83;80;20000000;31000;70;76;78;82;77;78;73;77;75;81;58;83;75;69;78;82;69;71;76;82;74;82;81;79;78;76;75;83;78;81;58;80;80;73;0;"Milieu__gauche"
"242";"#228093";"M. Thuram";22;192;87;80;20500000;43000;84;80;70;80;48;77;74;82;75;74;70;85;66;30;59;79;79;88;74;79;54;83;68;79;86;75;53;45;80;76;70;74;49;37;1;"Milieu__gauche"
"243";"#232411";"C. Nkunku";22;179;72;80;20500000;50000;78;74;80;85;69;65;81;74;59;82;59;86;81;76;77;84;79;77;85;77;83;79;59;74;63;76;62;69;78;79;65;79;72;70;1;"Ailier_gauche"
